OBJECTID,N_SQ_EP,L_EP_MAJ,L_EP_MIN,C_CAINSEE,C_POSTAL,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,C_NIV1,C_NIV2,C_NIV3,B_PUBLIC,C_GESTION,D_ANNEE_CR,B_SITE,B_MONUMENT,B_LOGISTIQ,L_INF_COMP,LIB_QL1,VAL_QL1,LIB_QL2,VAL_QL2,LIB_QL3,VAL_QL3,LIB_QN1,VAL_QN1,LIB_QN2,VAL_QN2,LIB_QN3,VAL_QN3,N_SQ_CO,N_SQ_AR,N_SQ_EE,B_LOCAL,B_TERRITOR,B_METROPOL,C_MET,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,N_SQ_IR
864,753003060,"HALLE PAJOL - JARDIN SUD","Halle Pajol - Jardin Sud",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",2015,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002750,"N","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004104
865,753003196,"SQUARE LOUIS XIII","Square Louis XIII",75104,75004,1,"NULL","NULL","NULL","PLACE","NULL","VOSGES",15,151,15112,"O","M",1866,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750000201,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004567
866,753003275,"SQUARE HENRY BATAILLE","Square Henry Bataille",75116,75006,66,"NULL","NULL","NULL","BOULEVARD","NULL","SUCHET",15,151,15112,"O","M",1990,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750002266,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004546
867,753003221,"JARDIN DE L'ALLÉE DU SÉMINAIRE","Jardin de l'Allée du Séminaire",75106,75006,56,"B","NULL","NULL","RUE","NULL","VAUGIRARD",15,151,15112,"O","M",1936,"NULL","NULL","NULL","NULL","37","O","38","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000006,750004935,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004640
868,753002967,"JARDIN JULES NOËL","Jardin Jules Noël",75114,75004,1,"B","NULL","NULL","AVENUE","NULL","MAURICE OCAGNE",15,151,15112,"O","M",1990,"NULL","NULL","NULL","NULL","37","O","38","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001707,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004893
869,753003191,"SQUARE DE L'ILE DE FRANCE","Square de l'ile de France",75104,75004,1,"NULL","NULL","NULL","QUAI","NULL","ARCHEVECHE",15,151,15112,"O","M",1927,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750000210,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004563
870,753002817,"PARC DE BERCY - LES PRAIRIES","Parc de Bercy - Les Prairies",75112,75002,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1993,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750004041,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004887
871,753002910,"JARDIN DE L'OBSERVATOIRE","Jardin de l'Observatoire",75114,75004,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001678,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750003930
872,753003057,"SQUARE PAUL PARAY","Square Paul Paray",75117,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1986,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000017,750002446,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004866
873,753002405,"JARDINET DE LA PLACE JACQUES BAINVILLE","Jardinet de la Place Jacques Bainville",75107,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750000609,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004478
874,753003316,"SQUARE SAMUEL ROUSSEAU","Square Samuel Rousseau",75107,75007,28,"B","NULL","NULL","RUE","NULL","LAS CASES",15,151,15112,"O","M",1857,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750000617,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004478
875,753002557,"JARDIN FREDERIC DARD","Jardin Frédéric Dard",75118,75008,24,"NULL","NULL","NULL","RUE","NULL","NORVINS",15,151,15112,"NULL","NULL",2009,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002826,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004110
876,753003003,"SQUARE SAINT-LAMBERT","Square Saint-Lambert",75115,75005,2,"NULL","NULL","NULL","RUE","NULL","JEAN FORMIGE",15,151,15112,"O","M",1935,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001931,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004756
877,753002743,"JARDIN DU POTAGER","Jardin du potager",75107,75007,29,"NULL","NULL","NULL","RUE","NULL","BABYLONE",15,151,15112,"O","M",2013,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750005428,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004584
878,753003218,"SQUARE THÉODORE MONOD","Square Théodore Monod",75105,75005,23,"A","NULL","NULL","RUE","NULL","FER MOULIN",15,151,15112,"O","M",1899,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000005,750000334,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750003926
879,753002959,"SQUARE DU NOUVEAU BELLEVILLE","Square du Nouveau Belleville",75120,75000,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003113,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004337
880,753003013,"JARDIN DES SERRES D'AUTEUIL (OUVERTURE AU PUBLIC)","Jardin des Serres d'Auteuil (ouverture au Public)",75116,75006,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1954,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750002277,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:58.000Z",750004879
881,753002991,"SQUARE DU CARDINAL VERDIER","Square du Cardinal Verdier",75115,75005,1,"NULL","NULL","NULL","RUE","NULL","THUREAU DANGIN",15,151,15112,"O","M",1931,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001957,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004889
882,753003118,"SQUARE RENE BINET","Square Rene Binet",75118,75008,42,"NULL","NULL","NULL","RUE","NULL","RENE BINET",15,151,15112,"O","M",1966,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002622,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004862
883,753003311,"SQUARE D'AJACCIO","Square d'ajaccio",75107,75007,127,"B","NULL","NULL","RUE","NULL","GRENELLE",15,151,15112,"O","M",1865,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750000622,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004471
884,753003026,"PARC CLICHY BATIGNOLLES MARTIN LUTHER KING - NORD","Parc Clichy Batignolles Martin Luther King - Nord",75117,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",2014,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000017,750005364,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004866
885,753002798,"SQUARE CAMBRONNE","Square Cambronne",75115,75005,3,"NULL","NULL","NULL","RUE","NULL","ALEXANDRE CABANEL",15,151,15112,"O","M",1881,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001925,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004668
886,753003071,"LES JARDINS D'EOLE","Les Jardins d'Eole",75118,75008,20,"NULL","NULL","NULL","RUE","NULL","DEPARTEMENT",15,151,15112,"O","M",2007,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002652,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004104
887,753003061,"JARDIN DE L'EVANGILE-MADONE","Jardin de l'Evangile-Madone",75118,75008,8,"NULL","NULL","NULL","RUE","NULL","MADONE",15,151,15112,"O","M",2005,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002657,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004052
888,753002799,"SQUARE CARLO SARRABEZOLLES","Square Carlo Sarrabezolles",75115,75005,1,"NULL","NULL","NULL","RUE","NULL","RENE RAVAUD",15,151,15112,"O","M",1971,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001944,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004885
889,753002881,"JARDINET PLACE JEAN VILAR","Jardinet Place Jean Vilar",75113,75003,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750005016,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004438
890,753003286,"SQUARE CITÉ DE PHALSBOURG","Square Cité de Phalsbourg",75111,75001,11,"NULL","NULL","NULL","CITE","NULL","PHALSBOURG",15,151,15112,"O","M",2004,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750001079,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004526
891,753002946,"LE CLOS GARCIA","Le Clos Garcia",75120,75000,17,"NULL","NULL","NULL","RUE","NULL","Cristino Garcia",15,151,15113,"NULL","NULL",2010,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750005453,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004877
892,753002756,"SQUARE DES JONQUILLES","Square des Jonquilles",75114,75004,213,"NULL","NULL","NULL","RUE","NULL","VERCINGETORIX",15,151,15112,"O","M",1977,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001695,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750003940
893,753003178,"SQUARE SAINT-GILLES - GRAND VENEUR","Square Saint-Gilles - Grand Veneur",75103,75003,9,"NULL","NULL","NULL","RUE","NULL","GRAND VENEUR",15,151,15112,"O","M",1988,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000003,750000133,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004491
894,753002985,"LES JARDINS DU CHALET","Les jardins du Chalet",75110,75000,18,"NULL","NULL","NULL","RUE","NULL","CHALET",15,151,15113,"N","A",2012,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000010,750005417,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004265
895,753002772,"SQUARE YVES KLEIN","Square Yves Klein",75114,75004,24,"NULL","NULL","NULL","RUE","NULL","CAMPAGNE 1ERE",15,151,15112,"O","M",2001,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001673,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004783
896,753002417,"RESERVE ORNITHOLOGIQUE DU BOIS DE VINCENNES","Reserve Ornithologique du Bois de Vincennes",75112,75002,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750003342,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004814
897,753003018,"JARDIN PRE CATELAN","Jardin Pre Catelan",75116,75006,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750003391,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004873
898,753002904,"SQUARE RENÉ LE GALL","Square René Le Gall",75113,75003,1,"NULL","NULL","NULL","RUE","NULL","EMILE DESLANDRES",15,151,15112,"O","M",1938,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750005355,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004456
899,753003313,"SQUARE DES MISSIONS ETRANGERES","Square des Missions Etrangeres",75107,75007,105,"NULL","NULL","NULL","RUE","NULL","BAC",15,151,15112,"O","M",1939,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750000627,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004574
900,753002889,"SQUARE DE LA PLACE ANDRÉ MASSON","Square de la Place André Masson",75113,75003,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001452,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004824
901,753003068,"JARDIN RACHMANINOV","Jardin Rachmaninov",75118,75008,16,"NULL","NULL","NULL","RUE","NULL","TRISTAN TZARA",15,151,15112,"O","M",1991,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002627,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004023
902,753002901,"SQUARE JEAN-CLAUDE NICOLAS FORESTIER","Square Jean-Claude Nicolas Forestier",75113,75003,79,"NULL","NULL","NULL","BOULEVARD","NULL","KELLERMANN",15,151,15112,"O","M",1994,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001441,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004900
903,753003139,"PARC DES BUTTES CHAUMONT","Parc des Buttes Chaumont",75119,75009,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1867,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000019,750002867,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004161
904,753002841,"SQUARE EMILE COHL","Square Emile Cohl",75112,75002,2,"NULL","NULL","NULL","RUE","NULL","JULES LEMAITRE",15,151,15112,"O","M",1959,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750001237,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:58.000Z",750004747
905,753002878,"JARDIN OUDINE - DESSOUS DES BERGES","Jardin Oudine - Dessous des Berges",75113,75003,34,"NULL","NULL","NULL","RUE","NULL","DESSOUS BERGES",15,151,15112,"O","M",1999,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001424,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004835
906,753002757,"SQUARE DU CARDINAL WYSZINSKI","Square du Cardinal Wyszinski",75114,75004,54,"NULL","NULL","NULL","RUE","NULL","VERCINGETORIX",15,151,15112,"O","M",1986,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001676,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004430
907,753002979,"SQUARE DE L'ASPIRANT DUNAND","Square de l'aspirant Dunand",75114,75004,20,"NULL","NULL","NULL","RUE","NULL","SAILLARD",15,151,15112,"O","M",1932,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001688,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004812
908,753002566,"JARDIN DU 8 RUE FRANÇOIS MIRON","Jardin du 8 Rue François Miron",75104,75004,8,"NULL","NULL","NULL","RUE","NULL","FRANCOIS MIRON",15,151,15113,"N","A",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750004924,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004560
909,753003022,"PARC DE BAGATELLE","Parc de Bagatelle",75116,75006,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750003389,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004873
910,753003258,"JARDIN EMILE GALLÉ","Jardin Emile Gallé",75111,75001,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1986,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750001087,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004565
911,753003044,"SQUARE DE L'AVENUE EMILE ET ARMAND MASSARD","Square de l'avenue Emile et Armand Massard",75117,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1966,"NULL","NULL","NULL","NULL","37","O","38","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000017,750002448,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004867
912,753003166,"SQUARE DU GÉNÉRAL MORIN","Square du Général Morin",75103,75003,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000003,750000129,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004351
913,753002428,"JARDINET DE L'EGLISE NOTRE-DAME DE CLIGNANCOURT","Jardinet de l'Eglise Notre-Dame de Clignancourt",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002614,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004041
914,753002585,"JARDIN PARTAGE POLONCEAU","Jardin partagé Polonceau",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15113,"N","A",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750004874,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750003976
915,753003244,"SQUARE EUGÈNE VARLIN","Square Eugène Varlin",75110,75000,151,"NULL","NULL","NULL","QUAI","NULL","JEMMAPES",15,151,15112,"O","M",1891,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000010,750000945,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004169
916,753002915,"CARRE BAUDOIN","Carre Baudoin",75120,75000,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",2005,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003165,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004278
917,753002978,"SQUARE DE L'ABBÉ MIGNE","Square de l'abbé Migne",75114,75004,1,"T","NULL","NULL","PLACE","NULL","DENFERT ROCHEREAU",15,151,15112,"O","M",1880,"NULL","NULL","NULL","NULL","37","O","38","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001684,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004804
918,753002770,"SQUARE OLIVIER NOYER-LEONIDAS","Square Olivier Noyer-Leonidas",75114,75004,5,"NULL","NULL","NULL","RUE","NULL","LEONIDAS",15,151,15112,"O","M",1978,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001692,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750003944
919,753003185,"JARDIN DU PASSAGE DIT DE L'HÔTEL DE SENS","Jardin du Passage dit de l'Hôtel de Sens",75104,75004,4,"NULL","NULL","NULL","RUE","NULL","NONNAINS HYERES",15,151,15112,"O","M",1957,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750004922,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004560
920,753003066,"JARDIN DU CLOS MONTMARTRE","Jardin du Clos Montmartre",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002636,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:58.000Z",750004106
921,753003055,"SQUARE JEAN LECLAIRE","Square Jean Leclaire",75117,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1940,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000017,750002439,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004030
922,753003119,"SQUARE ROLAND DORGELES","Square Roland Dorgeles",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002655,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004110
923,753003214,"SQUARE RENE CAPITAN","Square Rene Capitan",75105,75005,2,"NULL","NULL","NULL","PLACE","NULL","EMILE MALE",15,151,15112,"O","M",1923,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000005,750000328,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004719
924,753003032,"JARDIN DU 49 RUE PIERRE REBIÈRE","Jardin du 49 Rue Pierre Rebière",75117,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",2011,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000017,750005394,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004021
925,753003228,"SQUARE HONORE CHAMPION","Square Honore Champion",75106,75006,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000006,750000480,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004535
926,753002981,"SQUARE DE LA DALLE DU PÉRIPHÉRIQUE PORTE DE VANVES","Square de la Dalle du Périphérique Porte de Vanves",75114,75004,13,"NULL","NULL","NULL","RUE","NULL","JULIA BARTET",15,151,15112,"O","M",2013,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750005066,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004892
927,753002366,"JARDIN DU RESERVOIR DES LILAS","Jardin du Reservoir des Lilas",75119,75009,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"O","M",2017,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000019,750002842,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004178
